selected_date,method,entropy_weight,zone_id,side,support_labels,workload,workload_share,microzone_concentration,microzone_entropy_normalized,allocation_weight,pair_congestion_risk_contribution,workers,worker_share,D_demand_mismatch,R_congestion_risk,J_objective
2023-07-28,volume_proportional,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,46.0,0.0744336569579288,0.17861576661271028,0.8213842333872897,46.0,,1,0.1,,,
2023-07-28,entropy_based,0.25,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,441.0,0.7135922330097088,0.025216925886092256,0.9747830741139077,,0.5295554436079374,7,0.7,0.02556634304207122,0.5295554436079374,0.15795520394405557
2023-07-28,entropy_based,0.25,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,66.0,0.10679611650485436,0.27824873034442366,0.7217512696555763,,0.0,1,0.1,0.02556634304207122,0.5295554436079374,0.15795520394405557
2023-07-28,entropy_based,0.25,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,65.0,0.10517799352750809,0.28055273128634317,0.7194472687136568,,0.0,1,0.1,0.02556634304207122,0.5295554436079374,0.15795520394405557
2023-07-28,entropy_based,0.25,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,46.0,0.0744336569579288,0.17861576661271028,0.8213842333872897,,0.0,1,0.1,0.02556634304207122,0.5295554436079374,0.15795520394405557
2023-07-31,random,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,332.0,0.6446601941747573,0.07117931978672698,0.928820680213273,332.0,,2,0.2857142857142857,,,
2023-07-31,random,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,24.0,0.04660194174757282,0.24674703453849833,0.7532529654615017,24.0,,1,0.14285714285714285,,,
2023-07-31,random,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,96.0,0.18640776699029127,0.1973312228598837,0.8026687771401163,96.0,,3,0.42857142857142855,,,
2023-07-31,random,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,63.0,0.12233009708737864,0.14530030814003037,0.8546996918599696,63.0,,1,0.14285714285714285,,,
2023-07-31,equal,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,332.0,0.6446601941747573,0.07117931978672698,0.928820680213273,332.0,,2,0.2857142857142857,,,
2023-07-31,equal,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,24.0,0.04660194174757282,0.24674703453849833,0.7532529654615017,24.0,,2,0.2857142857142857,,,
2023-07-31,equal,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,96.0,0.18640776699029127,0.1973312228598837,0.8026687771401163,96.0,,2,0.2857142857142857,,,
2023-07-31,equal,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,63.0,0.12233009708737864,0.14530030814003037,0.8546996918599696,63.0,,1,0.14285714285714285,,,
2023-07-31,volume_proportional,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,332.0,0.6446601941747573,0.07117931978672698,0.928820680213273,332.0,,4,0.5714285714285714,,,
2023-07-31,volume_proportional,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,24.0,0.04660194174757282,0.24674703453849833,0.7532529654615017,24.0,,1,0.14285714285714285,,,
2023-07-31,volume_proportional,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,96.0,0.18640776699029127,0.1973312228598837,0.8026687771401163,96.0,,1,0.14285714285714285,,,
2023-07-31,volume_proportional,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,63.0,0.12233009708737864,0.14530030814003037,0.8546996918599696,63.0,,1,0.14285714285714285,,,
2023-07-31,entropy_based,0.25,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,332.0,0.6446601941747573,0.07117931978672698,0.928820680213273,,0.4270759187203619,4,0.5714285714285714,0.11678224687933428,0.4270759187203619,0.22355122655942475
2023-07-31,entropy_based,0.25,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,24.0,0.04660194174757282,0.24674703453849833,0.7532529654615017,,0.0,1,0.14285714285714285,0.11678224687933428,0.4270759187203619,0.22355122655942475
2023-07-31,entropy_based,0.25,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,96.0,0.18640776699029127,0.1973312228598837,0.8026687771401163,,0.0,1,0.14285714285714285,0.11678224687933428,0.4270759187203619,0.22355122655942475
2023-07-31,entropy_based,0.25,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,63.0,0.12233009708737864,0.14530030814003037,0.8546996918599696,,0.0,1,0.14285714285714285,0.11678224687933428,0.4270759187203619,0.22355122655942475
2023-08-03,random,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,307.0,0.6369294605809128,0.10794148162694017,0.8920585183730598,307.0,,3,0.5,,,
2023-08-03,random,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,0.0,0.0,0.22390119297600342,0.7760988070239966,0.0,,0,0.0,,,
2023-08-03,random,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,87.0,0.18049792531120332,0.39090544244392533,0.6090945575560747,87.0,,1,0.16666666666666666,,,
2023-08-03,random,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,88.0,0.1825726141078838,0.2626138397408121,0.7373861602591879,88.0,,2,0.3333333333333333,,,
2023-08-03,equal,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,307.0,0.6369294605809128,0.10794148162694017,0.8920585183730598,307.0,,2,0.3333333333333333,,,
2023-08-03,equal,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,0.0,0.0,0.22390119297600342,0.7760988070239966,0.0,,0,0.0,,,
2023-08-03,equal,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,87.0,0.18049792531120332,0.39090544244392533,0.6090945575560747,87.0,,2,0.3333333333333333,,,
2023-08-03,equal,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,88.0,0.1825726141078838,0.2626138397408121,0.7373861602591879,88.0,,2,0.3333333333333333,,,
2023-08-03,volume_proportional,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,307.0,0.6369294605809128,0.10794148162694017,0.8920585183730598,307.0,,4,0.6666666666666666,,,
2023-08-03,volume_proportional,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,0.0,0.0,0.22390119297600342,0.7760988070239966,0.0,,0,0.0,,,
2023-08-03,volume_proportional,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,87.0,0.18049792531120332,0.39090544244392533,0.6090945575560747,87.0,,1,0.16666666666666666,,,
2023-08-03,volume_proportional,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,88.0,0.1825726141078838,0.2626138397408121,0.7373861602591879,88.0,,1,0.16666666666666666,,,
2023-08-03,entropy_based,0.25,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,307.0,0.6369294605809128,0.10794148162694017,0.8920585183730598,,0.647648889761641,4,0.6666666666666666,0.02973720608575381,0.647648889761641,0.19164942852616407
2023-08-03,entropy_based,0.25,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,0.0,0.0,0.22390119297600342,0.7760988070239966,,0.0,0,0.0,0.02973720608575381,0.647648889761641,0.19164942852616407
2023-08-03,entropy_based,0.25,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,87.0,0.18049792531120332,0.39090544244392533,0.6090945575560747,,0.0,1,0.16666666666666666,0.02973720608575381,0.647648889761641,0.19164942852616407
2023-08-03,entropy_based,0.25,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,88.0,0.1825726141078838,0.2626138397408121,0.7373861602591879,,0.0,1,0.16666666666666666,0.02973720608575381,0.647648889761641,0.19164942852616407
2023-08-07,random,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,830.0,0.5330764290301863,0.032848738388279175,0.9671512616117208,830.0,,3,0.375,,,
2023-08-07,random,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,24.0,0.015414258188824663,0.3192418682671794,0.6807581317328206,24.0,,1,0.125,,,
2023-08-07,random,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,565.0,0.36287732819524726,0.28781719444497633,0.7121828055550237,565.0,,3,0.375,,,
2023-08-07,random,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,138.0,0.08863198458574181,0.16981622726971202,0.830183772730288,138.0,,1,0.125,,,
2023-08-07,equal,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,830.0,0.5330764290301863,0.032848738388279175,0.9671512616117208,830.0,,2,0.25,,,
2023-08-07,equal,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,24.0,0.015414258188824663,0.3192418682671794,0.6807581317328206,24.0,,2,0.25,,,
2023-08-07,equal,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,565.0,0.36287732819524726,0.28781719444497633,0.7121828055550237,565.0,,2,0.25,,,
2023-08-07,equal,,Z04,right,RC-13|RC-14|RC-15|RC-16|RC-17,138.0,0.08863198458574181,0.16981622726971202,0.830183772730288,138.0,,2,0.25,,,
2023-08-07,volume_proportional,,Z01,left,LC-08|LC-09|LC-10|LC-11|LC-12,830.0,0.5330764290301863,0.032848738388279175,0.9671512616117208,830.0,,4,0.5,,,
2023-08-07,volume_proportional,,Z02,left,LC-13|LC-14|LC-15|LC-16|LC-17,24.0,0.015414258188824663,0.3192418682671794,0.6807581317328206,24.0,,1,0.125,,,
2023-08-07,volume_proportional,,Z03,right,RC-08|RC-09|RC-10|RC-11|RC-12,565.0,0.36287732819524726,0.28781719444497633,0.7121828055550237,565.0,,2,0.25,,,
