codCustomer;orderNumber;orderToCollect;Reference;Size (US);quantity (units);creationDate;waveNumber;operator
C0000641            ;95146;1;Q50W5L;10;1;13/02/2023 07:38;34512;Operator_24
C0000639            ;95145;3;2T1DJM;95;1;13/02/2023 07:38;34512;Operator_24
C0000639            ;95145;2;AHR20O;65;1;13/02/2023 07:38;34512;Operator_24
C0000639            ;95145;1;I1KDJ0;8;1;13/02/2023 07:38;34512;Operator_24
C0000639            ;95144;1;NISP6K;7;1;13/02/2023 07:38;34512;Operator_24
C0000632            ;95143;1;NISP6K;12;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;18;8D9SAW;10;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;17;8D9SAW;85;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;16;WRRW1W;95;2;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;15;WRRW1W;85;2;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;14;7BU1V7;13;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;13;7BU1V7;105;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;12;7BU1V7;9;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;11;XUZJ74;95;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;10;SMMRK3;11;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;9;8N10W9;13;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;3;AHR20O;13;1;13/02/2023 07:38;34512;Operator_24
C0000625            ;95142;8;8N10W9;12;1;13/02/2023 07:38;34511;Operator_4
C0000625            ;95142;7;8N10W9;11;1;13/02/2023 07:38;34511;Operator_4
C0000625            ;95142;6;8N10W9;105;1;13/02/2023 07:38;34511;Operator_4
C0000625            ;95142;5;8N10W9;10;1;13/02/2023 07:38;34511;Operator_4
C0000625            ;95142;4;8N10W9;95;2;13/02/2023 07:38;34511;Operator_4
C0000625            ;95142;2;6M2FJM;105;1;13/02/2023 07:38;34511;Operator_4
C0000625            ;95142;1;6M2FJM;9;1;13/02/2023 07:38;34511;Operator_4
C0000601            ;95141;2;8E9F1P;15;1;13/02/2023 07:38;34511;Operator_4
C0000601            ;95141;1;AHR20O;16;1;13/02/2023 07:38;34511;Operator_4
C0000559            ;95140;1;05W6TK;95;3;13/02/2023 07:38;34511;Operator_4
C0000553            ;95139;1;K3YA1X;12;1;13/02/2023 07:38;34511;Operator_4
C0000550            ;95138;2;Q50W5L;10;2;13/02/2023 07:38;34511;Operator_4
C0000550            ;95138;1;Q50W5L;95;2;13/02/2023 07:38;34511;Operator_4
C0000543            ;95137;1;Q50W5L;11;1;13/02/2023 07:38;34511;Operator_4
C0000521            ;95135;20;7BU1V7;9;1;13/02/2023 07:38;34511;Operator_4
C0000521            ;95135;8;Z8KPP8;13;1;13/02/2023 07:38;34511;Operator_4
C0000521            ;95135;4;I1KDJ0;13;2;13/02/2023 07:38;34511;Operator_4
C0000521            ;95135;1;WRRW1W;13;1;13/02/2023 07:38;34511;Operator_4
C0000521            ;95135;19;8N10W9;12;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;18;8N10W9;10;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;17;U95NWB;12;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;16;CD1NU9;13;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;15;CD1NU9;12;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;14;CD1NU9;95;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;13;CD1NU9;9;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;12;1ENECA;11;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;11;1ENECA;10;2;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;10;8D9SAW;9;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;9;8D9SAW;85;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;8;Z8KPP8;13;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;7;6WT73N;12;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;6;6WT73N;11;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;5;6WT73N;95;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;3;I1KDJ0;10;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95135;2;I1KDJ0;95;1;13/02/2023 07:38;34510;Operator_18
C0000521            ;95134;1;05W6TK;75;1;13/02/2023 07:38;34510;Operator_18
C0000494            ;95133;1;J3FI7N;12;1;13/02/2023 07:38;34510;Operator_18
C0000482            ;95132;3;UNPPMJ;10;1;13/02/2023 07:38;34510;Operator_18
C0000482            ;95132;2;UNPPMJ;9;1;13/02/2023 07:38;34510;Operator_18
C0000482            ;95132;1;UNPPMJ;75;2;13/02/2023 07:38;34510;Operator_18
C0000472            ;95131;1;05W6TK;12;1;13/02/2023 07:38;34509;Operator_4
C0000467            ;95130;1;K3YA1X;13;1;13/02/2023 07:38;34509;Operator_4
C0000462            ;95129;1;ULG3QT;8;2;13/02/2023 07:38;34509;Operator_4
C0000458            ;95128;3;8N10W9;13;1;13/02/2023 07:38;34509;Operator_4
C0000458            ;95128;2;8N10W9;11;2;13/02/2023 07:38;34509;Operator_4
C0000458            ;95128;1;2T1DJM;95;2;13/02/2023 07:38;34509;Operator_4
C0000381            ;95127;1;T3NVTG;95;2;13/02/2023 07:38;34509;Operator_4
C0000374            ;95126;1;K3YA1X;9;2;13/02/2023 07:38;34509;Operator_4
C0000366            ;95125;1;K3YA1X;9;1;13/02/2023 07:38;34509;Operator_4
C0000359            ;95124;1;ZRCYSH;12;1;13/02/2023 07:38;34509;Operator_4
C0000347            ;95123;2;HOUJQN;12;3;13/02/2023 07:38;34509;Operator_4
C0000347            ;95123;1;HOUJQN;105;1;13/02/2023 07:38;34509;Operator_4
C0000347            ;95122;1;HOUJQN;10;1;13/02/2023 07:38;34509;Operator_4
C0000347            ;95121;1;EAJXUV;95;1;13/02/2023 07:38;34509;Operator_4
C0000338            ;95120;3;ULG3QT;8;1;13/02/2023 07:38;34509;Operator_4
C0000338            ;95120;2;ULG3QT;75;2;13/02/2023 07:38;34509;Operator_4
C0000338            ;95120;1;ULG3QT;7;1;13/02/2023 07:38;34508;Operator_4
C0000338            ;95119;1;TB6WIP;12;1;13/02/2023 07:38;34508;Operator_4
C0000333            ;95117;5;8N10W9;14;1;13/02/2023 07:38;34508;Operator_4
C0000333            ;95117;4;8N10W9;13;3;13/02/2023 07:38;34508;Operator_4
C0000333            ;95117;3;8N10W9;11;1;13/02/2023 07:38;34508;Operator_4
C0000333            ;95117;2;8N10W9;105;2;13/02/2023 07:38;34508;Operator_4
C0000333            ;95117;1;8N10W9;10;1;13/02/2023 07:38;34508;Operator_4
C0000325            ;95116;1;AX7BJ8;10;1;13/02/2023 07:38;34508;Operator_4
C0000304            ;95115;9;QVFB0Q;10;2;13/02/2023 07:38;34508;Operator_4
C0000304            ;95115;8;8D9SAW;10;1;13/02/2023 07:38;34508;Operator_4
C0000304            ;95115;5;I1KDJ0;13;2;13/02/2023 07:38;34508;Operator_4
C0000304            ;95115;4;I1KDJ0;12;2;13/02/2023 07:38;34508;Operator_4
C0000304            ;95115;3;I1KDJ0;105;3;13/02/2023 07:38;34508;Operator_4
C0000304            ;95115;2;I1KDJ0;10;3;13/02/2023 07:38;34508;Operator_4
C0000304            ;95115;7;8D9SAW;95;1;13/02/2023 07:38;34507;Operator_18
C0000304            ;95115;6;8D9SAW;9;1;13/02/2023 07:38;34507;Operator_18
C0000304            ;95115;1;I1KDJ0;9;3;13/02/2023 07:38;34507;Operator_18
C0000302            ;95114;1;UNPPMJ;85;1;13/02/2023 07:38;34507;Operator_18
C0000302            ;95113;1;UHYJ3A;13;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95112;1;8D9SAW;6;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;11;8N10W9;9;2;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;10;U95NWB;12;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;9;U95NWB;11;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;8;U95NWB;95;2;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;7;KTDZY0;105;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;6;KTDZY0;10;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;5;KTDZY0;9;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;4;KTDZY0;85;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;3;KTDZY0;8;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;2;KTDZY0;7;1;13/02/2023 07:38;34507;Operator_18
C0000299            ;95111;1;XLTRGL;95;2;13/02/2023 07:38;34507;Operator_18
C0000299            ;95110;1;ADT9MG;11;1;13/02/2023 07:38;34506;Operator_4
C0000295            ;95109;1;TQBVRI;10;1;13/02/2023 07:38;34506;Operator_4
C0000293            ;95108;1;Q50W5L;10;2;13/02/2023 07:38;34506;Operator_4
C0000286            ;95107;6;U95NWB;10;1;13/02/2023 07:38;34506;Operator_4
C0000286            ;95107;5;SWN7AU;12;1;13/02/2023 07:38;34506;Operator_4
C0000286            ;95107;4;I1KDJ0;13;1;13/02/2023 07:38;34506;Operator_4
C0000286            ;95107;3;I1KDJ0;11;2;13/02/2023 07:38;34506;Operator_4
C0000286            ;95107;2;I1KDJ0;105;1;13/02/2023 07:38;34506;Operator_4
C0000286            ;95107;1;I1KDJ0;95;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;12;8N10W9;12;2;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;11;8N10W9;105;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;10;8N10W9;10;2;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;9;8N10W9;8;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;8;RAUDQ6;12;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;7;RAUDQ6;95;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;6;RAUDQ6;9;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;5;RAUDQ6;85;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;4;ZRCYSH;12;1;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;3;ZRCYSH;11;2;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;2;ZRCYSH;10;2;13/02/2023 07:38;34506;Operator_4
C0000278            ;95106;1;ZRCYSH;9;1;13/02/2023 07:38;34506;Operator_4
C0000243            ;95105;3;K3YA1X;85;1;13/02/2023 07:38;34505;Operator_8
C0000243            ;95105;2;F29V5I;12;1;13/02/2023 07:38;34505;Operator_8
C0000243            ;95105;1;F29V5I;10;1;13/02/2023 07:38;34505;Operator_8
C0000243            ;95104;1;K3YA1X;13;1;13/02/2023 07:38;34505;Operator_8
C0000235            ;95103;1;K3YA1X;12;1;13/02/2023 07:38;34505;Operator_8
C0000235            ;95102;1;K3YA1X;5;1;13/02/2023 07:38;34505;Operator_8
C0000224            ;95101;1;PP9DNA;11;6;13/02/2023 07:38;34505;Operator_8
C0000215            ;95100;1;05W6TK;7;1;13/02/2023 07:38;34505;Operator_8
C0000215            ;95099;4;YMN5EM;11;3;13/02/2023 07:38;34505;Operator_8
C0000215            ;95099;3;YMN5EM;7;1;13/02/2023 07:38;34505;Operator_8
C0000215            ;95099;2;YMN5EM;6;1;13/02/2023 07:38;34505;Operator_8
C0000215            ;95099;1;YMN5EM;5;1;13/02/2023 07:38;34505;Operator_8
C0000214            ;95098;1;K3YA1X;11;1;13/02/2023 07:38;34505;Operator_8
C0000160            ;95097;2;I1KDJ0;12;1;13/02/2023 07:38;34505;Operator_8
C0000160            ;95097;1;I1KDJ0;9;1;13/02/2023 07:38;34505;Operator_8
C0000159            ;95096;16;XUZJ74;11;1;13/02/2023 07:38;34505;Operator_8
C0000159            ;95096;14;SMMRK3;11;1;13/02/2023 07:38;34505;Operator_8
C0000159            ;95096;17;7BU1V7;105;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;15;XUZJ74;8;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;13;8N10W9;12;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;12;TBCCF7;8;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;11;56TC1Z;8;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;10;QVFB0Q;105;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;9;UHYJ3A;9;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;8;KTDZY0;11;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;7;AKP0A7;95;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;6;0LNUOV;95;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;5;6M2FJM;11;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;4;6M2FJM;105;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;3;I1KDJ0;7;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;2;N6JU7C;75;2;13/02/2023 07:38;34504;Operator_18
C0000159            ;95096;1;4SD17H;9;1;13/02/2023 07:38;34504;Operator_18
C0000159            ;95095;1;AHR20O;11;1;13/02/2023 07:38;34504;Operator_18
C0000152            ;95094;1;TNAHD4;13;1;13/02/2023 07:38;34504;Operator_18
C0000145            ;95093;14;SMMRK3;11;1;13/02/2023 07:38;34504;Operator_18
C0000145            ;95093;13;SMMRK3;105;1;13/02/2023 07:38;34504;Operator_18
C0000145            ;95093;8;0LNUOV;105;1;13/02/2023 07:38;34504;Operator_18
C0000145            ;95093;6;G8ASPE;105;1;13/02/2023 07:38;34504;Operator_18
C0000145            ;95093;4;6M2FJM;11;2;13/02/2023 07:38;34504;Operator_18
C0000145            ;95093;12;8N10W9;105;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;11;8N10W9;8;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;10;NJVZEL;95;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;9;NJVZEL;9;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;7;0LNUOV;85;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;5;G8ASPE;95;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;3;6M2FJM;10;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;2;2LPO6D;10;1;13/02/2023 07:38;34503;Operator_4
C0000145            ;95093;1;2LPO6D;85;1;13/02/2023 07:38;34503;Operator_4
C0000111            ;95092;1;05W6TK;7;1;13/02/2023 07:38;34503;Operator_4
C0000111            ;95091;1;N6JU7C;9;1;13/02/2023 07:38;34503;Operator_4
C0000111            ;95090;3;K3YA1X;13;1;13/02/2023 07:38;34503;Operator_4
C0000111            ;95090;2;K3YA1X;11;2;13/02/2023 07:38;34503;Operator_4
C0000111            ;95090;1;K3YA1X;9;2;13/02/2023 07:38;34503;Operator_4
C0000085            ;95089;1;Q50W5L;10;1;13/02/2023 07:38;34503;Operator_4
C0000072            ;95088;4;8D9SAW;11;1;13/02/2023 07:38;34503;Operator_4
C0000072            ;95088;3;G8ASPE;105;2;13/02/2023 07:38;34503;Operator_4
C0000072            ;95088;2;G8ASPE;95;2;13/02/2023 07:38;34503;Operator_4
C0000072            ;95088;1;WRRW1W;95;2;13/02/2023 07:38;34503;Operator_4
C0000072            ;95088;5;2T1DJM;8;2;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;9;KTDZY0;10;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;8;KTDZY0;95;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;7;6NDM0O;85;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;6;WRRW1W;11;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;5;WRRW1W;10;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;4;05W6TK;11;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;3;05W6TK;10;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;2;05W6TK;9;1;13/02/2023 07:38;34502;Operator_7
C0000035            ;95087;1;05W6TK;8;2;13/02/2023 07:38;34502;Operator_7
C0000028            ;95086;1;UHYJ3A;13;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;16;WH1BJI;11;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;15;8N10W9;13;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;14;8N10W9;12;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;13;8N10W9;105;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;12;8N10W9;95;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;11;8N10W9;9;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;8;I1KDJ0;12;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;7;I1KDJ0;11;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;6;I1KDJ0;105;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;5;I1KDJ0;9;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;3;WRRW1W;95;1;13/02/2023 07:38;34502;Operator_7
C0000023            ;95085;10;8N10W9;8;1;13/02/2023 07:38;34501;Operator_18
C0000023            ;95085;9;8N10W9;6;1;13/02/2023 07:38;34501;Operator_18
C0000023            ;95085;4;I1KDJ0;8;1;13/02/2023 07:38;34501;Operator_18
C0000023            ;95085;2;WRRW1W;85;1;13/02/2023 07:38;34501;Operator_18
C0000023            ;95085;1;WRRW1W;8;1;13/02/2023 07:38;34501;Operator_18
C0000017            ;95084;1;Q50W5L;10;6;13/02/2023 07:38;34501;Operator_18
C0000017            ;95083;1;Q50W5L;10;1;13/02/2023 07:38;34501;Operator_18
C0000017            ;95082;1;Q50W5L;10;2;13/02/2023 07:38;34501;Operator_18
C0000017            ;95081;1;Q50W5L;10;1;13/02/2023 07:38;34501;Operator_18
C0000017            ;95080;2;K3YA1X;95;1;13/02/2023 07:38;34501;Operator_18
C0000017            ;95080;1;K3YA1X;9;1;13/02/2023 07:38;34501;Operator_18
C0000017            ;95079;1;K3YA1X;11;1;13/02/2023 07:38;34501;Operator_18
C0000017            ;95078;1;N6JU7C;8;1;13/02/2023 07:38;34501;Operator_18
C0000017            ;95077;1;F7LULH;9;3;13/02/2023 07:38;34501;Operator_18
C0000017            ;95076;1;K3YA1X;11;2;13/02/2023 07:38;34501;Operator_18
C0000015            ;95075;2;J3FI7N;13;1;13/02/2023 07:37;34500;Operator_7
C0000015            ;95075;1;WRRW1W;10;1;13/02/2023 07:37;34500;Operator_7
C0000015            ;95074;2;0LNUOV;12;1;13/02/2023 07:37;34500;Operator_7
C0000015            ;95074;1;G8ASPE;6;1;13/02/2023 07:37;34500;Operator_7
C0000011            ;95073;29;7BU1V7;9;2;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;28;7BU1V7;85;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;27;8E9F1P;12;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;26;8E9F1P;10;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;25;2OAVPY;13;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;24;2OAVPY;95;2;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;23;2OAVPY;85;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;22;2OAVPY;8;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;21;SMMRK3;13;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;20;TBCCF7;13;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;18;5HQR89;12;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;17;5HQR89;11;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;14;UHYJ3A;12;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;13;UHYJ3A;11;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;11;KTDZY0;11;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;9;8D9SAW;11;1;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;5;I1KDJ0;11;2;13/02/2023 07:37;34499;Operator_17
C0000011            ;95073;19;2T1DJM;9;3;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;16;5HQR89;105;2;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;15;5HQR89;95;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;12;UHYJ3A;9;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;10;KTDZY0;9;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;8;0LNUOV;10;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;7;ZGYCSW;7;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;6;6M2FJM;9;3;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;4;I1KDJ0;10;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;3;I1KDJ0;95;4;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;2;I1KDJ0;9;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95073;1;WRRW1W;105;2;13/02/2023 07:37;34498;Operator_8
C0000011            ;95072;6;UNPPMJ;10;2;13/02/2023 07:37;34498;Operator_8
C0000011            ;95072;5;UNPPMJ;9;1;13/02/2023 07:37;34498;Operator_8
C0000011            ;95072;5;UNPPMJ;9;1;13/02/2023 07:37;34497;Operator_18
C0000011            ;95072;4;UNPPMJ;85;2;13/02/2023 07:37;34497;Operator_18
C0000011            ;95072;3;UNPPMJ;8;4;13/02/2023 07:37;34497;Operator_18
C0000011            ;95072;2;UNPPMJ;75;4;13/02/2023 07:37;34497;Operator_18
C0000011            ;95072;1;UNPPMJ;7;3;13/02/2023 07:37;34497;Operator_18
C0000011            ;95071;1;NISP6K;7;1;13/02/2023 07:37;34497;Operator_18
C0000010            ;95070;1;6N3PKW;9;1;13/02/2023 07:37;34497;Operator_18
C0000010            ;95069;1;6N3PKW;125;1;13/02/2023 07:37;34497;Operator_18
C0000010            ;95068;1;6N3PKW;13;1;13/02/2023 07:37;34497;Operator_18
C0000009            ;95067;1;Y813MQ;65;1;13/02/2023 07:37;34497;Operator_18
C0000009            ;95066;1;JCIIEB;9;1;13/02/2023 07:37;34497;Operator_18
C0000008            ;95065;1;UHYJ3A;13;1;13/02/2023 07:37;34497;Operator_18
C0000004            ;95064;1;XUZJ74;9;1;13/02/2023 07:37;34497;Operator_18
C0000002            ;95063;1;UHYJ3A;13;1;13/02/2023 07:37;34497;Operator_18
C0000001            ;95062;1;UNPPMJ;10;1;13/02/2023 07:37;34497;Operator_18
C0000996            ;95061;1;UNPPMJ;6;1;13/02/2023 07:37;34496;Operator_4
C0000934            ;95060;1;I1X92B;14;1;13/02/2023 07:37;34496;Operator_4
C0000930            ;95059;2;UHYJ3A;13;1;13/02/2023 07:37;34496;Operator_4
C0000930            ;95059;1;UNPPMJ;7;1;13/02/2023 07:37;34496;Operator_4
C0000916            ;95058;1;HXQR4L;9;1;13/02/2023 07:37;34496;Operator_4
C0000912            ;95057;1;HXQR4L;9;2;13/02/2023 07:37;34496;Operator_4
C0000857            ;95056;1;6N3PKW;9;1;13/02/2023 07:37;34496;Operator_4
C0000855            ;95055;1;UHYJ3A;13;1;13/02/2023 07:37;34496;Operator_4
C0000855            ;95054;2;UHYJ3A;13;1;13/02/2023 07:37;34496;Operator_4
C0000855            ;95054;1;UHYJ3A;13;1;13/02/2023 07:37;34496;Operator_4
C0000839            ;95053;1;O9YFO8;105;1;13/02/2023 07:37;34496;Operator_4
C0000836            ;95052;1;V6K6JX;125;1;13/02/2023 07:37;34496;Operator_4
C0000810            ;95051;1;XFQ9CP;75;1;13/02/2023 07:37;34496;Operator_4
C0000762            ;95050;1;SMMRK3;95;1;13/02/2023 07:37;34496;Operator_4
C0000750            ;95049;1;UNPPMJ;75;1;13/02/2023 07:37;34496;Operator_4
C0000747            ;95048;1;Y813MQ;65;1;13/02/2023 07:37;34496;Operator_4
C0000747            ;95047;1;9KZ6W1;11;1;13/02/2023 07:37;34496;Operator_4
C0000747            ;95046;1;UNPPMJ;75;1;13/02/2023 07:37;34496;Operator_4
C0000747            ;95045;1;UNPPMJ;75;1;13/02/2023 07:37;34496;Operator_4
C0000747            ;95044;1;UNPPMJ;75;1;13/02/2023 07:37;34496;Operator_4
C0000011            ;95043;6;UNPPMJ;10;2;10/02/2023 11:02;34495;Operator_4
C0000011            ;95043;5;UNPPMJ;9;2;10/02/2023 11:02;34495;Operator_4
C0000011            ;95043;4;UNPPMJ;85;2;10/02/2023 11:02;34495;Operator_4
C0000011            ;95043;3;UNPPMJ;8;3;10/02/2023 11:02;34495;Operator_4
C0000011            ;95043;3;UNPPMJ;8;1;10/02/2023 11:02;34494;Operator_17
C0000011            ;95043;2;UNPPMJ;75;4;10/02/2023 11:02;34494;Operator_17
C0000011            ;95043;1;UNPPMJ;7;3;10/02/2023 11:02;34494;Operator_17
C0000011            ;95042;1;NISP6K;7;1;10/02/2023 11:02;34494;Operator_17
C0000010            ;95041;1;TB6WIP;10;6;10/02/2023 11:02;34494;Operator_17
C0000010            ;95040;2;J3FI7N;105;1;10/02/2023 11:02;34494;Operator_17
C0000010            ;95040;1;I1KDJ0;95;2;10/02/2023 11:02;34494;Operator_17
C0000009            ;95039;1;Y813MQ;65;1;10/02/2023 11:02;34494;Operator_17
C0000009            ;95038;1;ZRCYSH;13;1;10/02/2023 11:02;34494;Operator_17
C0000009            ;95037;1;JCIIEB;9;1;10/02/2023 11:02;34494;Operator_17
C0000008            ;95036;1;UHYJ3A;13;1;10/02/2023 11:02;34494;Operator_17
C0000002            ;95035;1;UHYJ3A;13;1;10/02/2023 11:02;34494;Operator_17
C0000001            ;95034;1;UNPPMJ;10;1;10/02/2023 11:02;34494;Operator_17
C0000996            ;95033;1;UNPPMJ;6;1;10/02/2023 11:01;34493;Operator_8
C0000930            ;95032;2;UHYJ3A;13;1;10/02/2023 11:01;34493;Operator_8
C0000930            ;95032;1;UNPPMJ;7;1;10/02/2023 11:01;34493;Operator_8
C0000916            ;95031;1;HXQR4L;9;1;10/02/2023 11:01;34493;Operator_8
C0000912            ;95030;1;HXQR4L;9;2;10/02/2023 11:01;34493;Operator_8
C0000890            ;95029;14;8N10W9;12;2;10/02/2023 11:01;34493;Operator_8
C0000890            ;95029;9;I1KDJ0;11;1;10/02/2023 11:01;34493;Operator_8
C0000890            ;95029;4;JEGRCL;105;1;10/02/2023 11:01;34493;Operator_8
C0000890            ;95029;13;8N10W9;105;1;10/02/2023 11:01;34492;Operator_8
C0000890            ;95029;12;8N10W9;9;1;10/02/2023 11:01;34492;Operator_8
C0000890            ;95029;11;AKP0A7;95;1;10/02/2023 11:01;34492;Operator_8
C0000890            ;95029;10;AHR20O;95;1;10/02/2023 11:01;34492;Operator_8
C0000890            ;95029;8;I1KDJ0;10;1;10/02/2023 11:01;34492;Operator_8
C0000890            ;95029;7;I1KDJ0;9;1;10/02/2023 11:01;34492;Operator_8
C0000890            ;95029;6;I1KDJ0;8;1;10/02/2023 11:01;34492;Operator_8
C0000890            ;95029;5;TNAHD4;9;2;10/02/2023 11:01;34492;Operator_8
