time_seconds,active_workers,occupied_cells,entropy_bits,entropy_normalized,max_concentration,congested_cells,workers_in_shared_cells,excess_workers,timestamp
15020.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:20
15025.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:25
15030.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:30
15035.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:35
15040.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:40
15045.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:45
15050.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:50
15055.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:52:55
15060.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:00
15065.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:05
15070.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:10
15075.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:15
15080.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:20
15085.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:25
15090.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:30
15095.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:35
15100.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:40
15105.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:45
15110.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:50
15115.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:53:55
15120.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:00
15125.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:05
15130.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:10
15135.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:15
15140.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:20
15145.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:25
15150.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:30
15155.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:35
15160.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:40
15165.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:45
15170.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:50
15175.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:54:55
15180.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:55:00
15185.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:55:05
15190.0,4,4,2.0,1.0,0.25,0,0,0,2023-01-05 11:55:10
15195.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:15
15200.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:20
15205.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:25
15210.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:30
15215.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:35
15220.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:40
15225.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:45
15230.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:50
15235.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:55:55
15240.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:00
15245.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:05
15250.0,3,2,0.9182958340544896,0.579380164285695,0.6666666666666666,1,2,1,2023-01-05 11:56:10
15255.0,3,2,0.9182958340544896,0.579380164285695,0.6666666666666666,1,2,1,2023-01-05 11:56:15
15260.0,3,2,0.9182958340544896,0.579380164285695,0.6666666666666666,1,2,1,2023-01-05 11:56:20
15265.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:25
15270.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:30
15275.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:35
15280.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:40
15285.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:45
15290.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:50
15295.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:56:55
15300.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:00
15305.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:05
15310.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:10
15315.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:15
15320.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:20
15325.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:25
15330.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:30
15335.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:35
15340.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:40
15345.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:45
15350.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:50
15355.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:57:55
15360.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:00
15365.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:05
15370.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:10
15375.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:15
15380.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:20
15385.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:25
15390.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:30
15395.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:35
15400.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:40
15405.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:45
15410.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:50
15415.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:58:55
15420.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:59:00
15425.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:59:05
15430.0,3,3,1.584962500721156,1.0,0.3333333333333333,0,0,0,2023-01-05 11:59:10
15435.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:15
15440.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:20
15445.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:25
15450.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:30
15455.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:35
15460.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:40
15465.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:45
15470.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:50
15475.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 11:59:55
15480.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:00
15485.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:05
15490.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:10
15495.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:15
15500.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:20
15505.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:25
15510.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:30
15515.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:35
15520.0,2,2,1.0,1.0,0.5,0,0,0,2023-01-05 12:00:40
15525.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:00:45
15530.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:00:50
15535.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:00:55
15540.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:00
15545.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:05
15550.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:10
15555.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:15
15560.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:20
15565.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:25
15570.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:30
15575.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:35
15580.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:40
15585.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:45
15590.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:50
15595.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:01:55
15600.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:00
15605.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:05
15610.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:10
15615.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:15
15620.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:20
15625.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:25
15630.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:30
15635.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:35
15640.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:40
15645.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:45
15650.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:50
15655.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:02:55
15660.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:00
15665.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:05
15670.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:10
15675.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:15
15680.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:20
15685.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:25
15690.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:30
15695.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:35
15700.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:40
15705.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:45
15710.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:50
15715.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:03:55
15720.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:04:00
15725.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:04:05
15730.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:04:10
15735.0,1,1,0.0,0.0,1.0,0,0,0,2023-01-05 12:04:15
